"ME","RMSE","R","Obs_mean","Obs_sd","Obs_p25","Obs_p50","Obs_p75","NASA_mean","NASA_sd","NASA_p25","NASA_p50","NASA_p75"
6.52307176391683,10.4028734056997,0.628731709193965,83.7755421417393,11.6941555773337,81,87,91,87.9076548177957,4.44188799271848,86,88.81,90.81
