"ME","RMSE","R","Obs_mean","Obs_sd","Obs_p25","Obs_p50","Obs_p75","NASA_corrected_mean","NASA_corrected_sd","NASA_corrected_p25","NASA_corrected_p50","NASA_corrected_p75"
3.23841596784237e-16,0.829980818680838,0.664399220841335,16.0525245755139,1.06449468404347,15.4,16.1,16.7,16.0525245755138,0.944050900945554,15.5285745166565,16.0618734177215,16.6137903225806
