"ME","RMSE","R","Obs_mean","Obs_sd","Obs_p25","Obs_p50","Obs_p75","NASA_mean","NASA_sd","NASA_p25","NASA_p50","NASA_p75"
6.59393655049151,6.64928766838014,0.67136559618741,16.0525245755139,1.06449468404347,15.4,16.1,16.7,22.6464611260054,1.04751395443949,22.08,22.67,23.26
