"ME","RMSE","R","Obs_mean","Obs_sd","Obs_p25","Obs_p50","Obs_p75","NASA_mean","NASA_sd","NASA_p25","NASA_p50","NASA_p75"
1.1242873100983,1.45663551366167,0.72195898999078,2.19735924932976,2.05368705553798,0.61,1.44,3.25,2.38475647899911,1.22221934179394,1.32,2.23,3.41
