"Season","ME","RMSE","R","PBIAS","Obs_mean","NASA_mean"
"FIM",-1.78884462151394,8.76654853257374,0.304357883910795,55.5202914918348,3.22196547144754,5.01081009296149
"NEM",-1.12086529006883,8.91930647109238,0.668208941432278,25.8809212438245,4.33085545722714,5.45172074729597
"SIM",-1.95367316341829,12.6031237055117,0.433518432762256,25.4682833778945,7.67100449775112,9.62467766116941
"SWM",0.539827856025039,9.1807070705975,0.468415939755739,-10.8552786854293,4.97295252999478,4.43312467396974
